TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,Quan,Gia,Gia_m2,DienTich_m2
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,2.95,0.03933,75.0
1, 2 phòng, 2 phòng,2,2,3,8,9,0,Quận 6,2.95,0.03554,83.0
1, 2 phòng, 2 phòng,2,1,2,7,6,0,Huyện Nhà Bè,1.09,0.01787,61.0
1, 2 phòng, 1 phòng,2,2,2,3,2,0,Quận 1,2.69,0.04804,56.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
0, 1 phòng, 1 phòng,3,0,1,9,9,1,Khác,1.05,0.02625,40.0
0, 2 phòng, 1 phòng,2,1,1,1,3,0,Quận 6,1.3,0.02889,45.0
1, 1 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Thạnh,0.6,0.006,100.0
1, 2 phòng, 2 phòng,2,0,0,5,8,0,Quận Bình Tân,0.00237,3.485199999999999e-05,68.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.99,0.02764,72.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Quận 3,4.6,0.07667,60.0
1, 3 phòng, 2 phòng,2,2,2,9,9,1,Quận Tân Phú,1.8,0.0225,80.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.5,0.04167,60.0
1, 2 phòng, 1 phòng,2,1,0,9,9,0,Quận Tân Phú,2.58,0.04778,54.0
1, 2 phòng, 2 phòng,2,1,1,9,9,1,Huyện Nhà Bè,1.95,0.02671,73.0
0, 1 phòng, 1 phòng,1,0,2,9,9,1,Quận Bình Tân,0.69,0.01725,40.0
1, 2 phòng, 1 phòng,2,2,1,5,8,1,Huyện Nhà Bè,1.4,0.025,56.0
1, 2 phòng, 2 phòng,2,1,3,1,2,1,Quận Tân Phú,3.0,0.04167,72.0
1, 2 phòng, 1 phòng,2,2,2,9,5,0,Quận 8,1.4,0.026920000000000003,52.0
0, 2 phòng, 2 phòng,2,0,1,9,9,1,Thành phố Thủ Đức,1.8,0.03,60.0
1, 3 phòng, 2 phòng,2,0,0,5,9,0,Thành phố Thủ Đức,3.9,0.04382,89.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.1,0.04118,51.0
0, 1 phòng, 1 phòng,2,1,2,9,9,0,Quận Bình Tân,0.9,0.0225,40.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.815,0.02521,72.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
1, 2 phòng, 2 phòng,2,2,3,8,9,0,Quận 6,2.95,0.03554,83.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,4.9,0.098,50.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Tân,1.78,0.02825,63.0
1, 3 phòng, 2 phòng,2,0,1,9,9,0,Quận 7,7.85,0.07269,108.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Tân Phú,2.77,0.03957,70.0
1, 2 phòng, 2 phòng,2,2,3,8,5,1,Quận 7,3.6,0.047369999999999995,76.0
1, 2 phòng, 1 phòng,1,2,0,9,9,0,Quận Bình Tân,0.69,0.01725,40.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.9,0.03065,62.35
1, 3 phòng, 2 phòng,2,1,3,9,5,1,Thành phố Thủ Đức,4.2,0.0433,97.0
0, 2 phòng, 2 phòng,2,2,1,6,7,0,Huyện Bình Chánh,1.914,0.02945,65.4
1, 1 phòng, 1 phòng,1,0,0,9,9,0,Quận Phú Nhuận,2.5,0.06756999999999999,37.0
1, 2 phòng, 2 phòng,2,0,0,3,4,0,Quận Bình Tân,2.6,0.038810000000000004,67.0
1, 3 phòng, 2 phòng,2,1,0,1,2,1,Huyện Nhà Bè,3.65,0.0365,100.0
1, 2 phòng, 2 phòng,2,1,0,5,5,1,Thành phố Thủ Đức,2.25,0.03082,73.0
1, 3 phòng, 3 phòng,2,0,0,9,9,0,Quận Tân Phú,3.35,0.0316,106.0
1, 2 phòng, 2 phòng,2,1,1,9,9,1,Quận Bình Tân,2.5,0.03676,68.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,2.7,0.039130000000000005,69.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Tân Phú,6.0,0.06977,86.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,2.365,0.03638,65.27
1, 2 phòng, 2 phòng,2,2,2,9,9,1,Quận 12,1.3,0.02453,53.0
1, 3 phòng, 2 phòng,2,0,0,3,8,0,Thành phố Thủ Đức,3.6,0.03789,95.0
1, 2 phòng, 2 phòng,2,2,3,8,9,0,Quận 6,2.95,0.03554,83.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,1.815,0.02521,72.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 2 phòng, 2 phòng,2,2,1,9,9,0,Quận Gò Vấp,3.38,0.04072,83.0
1, 2 phòng, 2 phòng,2,2,2,5,7,1,Thành phố Thủ Đức,1.79,0.03086,58.0
1, 3 phòng, 2 phòng,2,2,3,2,9,0,Quận Tân Bình,2.45,0.027219999999999998,90.0
0, 2 phòng, 2 phòng,2,1,3,9,5,0,Huyện Bình Chánh,1.9,0.0322,59.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Quận 12,1.65,0.02357,70.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Tân Phú,3.5,0.05385,65.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.3,0.03286,70.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.65,0.02463,67.0
1, 2 phòng, 2 phòng,2,2,0,9,9,1,Quận Gò Vấp,1.82,0.028,65.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận Bình Thạnh,4.9,0.06622,74.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Tân Phú,3.2,0.04507,71.0
1, 1 phòng, 1 phòng,2,2,0,3,1,0,Quận Tân Phú,2.2,0.04889,45.7
1, 2 phòng, 2 phòng,2,2,1,8,5,1,Quận 12,2.3,0.03538,65.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 12,1.72,0.0344,50.8
1, 2 phòng, 2 phòng,2,2,1,9,9,1,Thành phố Thủ Đức,1.98,0.02357,84.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.2,0.03667,60.0
1, 2 phòng, 1 phòng,2,1,2,9,9,0,Huyện Bình Chánh,0.00212,3.7767e-05,56.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Tân Bình,3.1,0.047689999999999996,65.0
1, 2 phòng, 2 phòng,2,1,1,1,2,0,Quận Bình Tân,1.6,0.023530000000000002,68.0
1, 2 phòng, 2 phòng,2,1,2,7,6,0,Huyện Nhà Bè,1.09,0.01787,61.0
0, 2 phòng, 1 phòng,2,2,1,9,9,1,Quận 8,2.45,0.04537,54.0
1, 1 phòng, 1 phòng,2,1,3,5,8,0,Quận Tân Bình,4.0,0.05714,70.0
1, 3 phòng, 2 phòng,2,0,1,3,4,1,Quận Phú Nhuận,4.9,0.05765,85.0
1, 2 phòng, 2 phòng,2,1,3,6,7,0,Quận Tân Phú,4.15,0.047159999999999994,88.0
1, 2 phòng, 1 phòng,2,2,3,9,9,0,Quận Bình Thạnh,2.1,0.03818,55.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Nhà Bè,0.025,0.000357142,70.0
0, 1 phòng, 1 phòng,1,0,0,9,9,0,Quận Bình Tân,0.485,0.01213,40.0
1, 3 phòng, 2 phòng,2,0,2,9,9,0,Thành phố Thủ Đức,2.4,0.024489999999999998,98.0
0, 2 phòng, 2 phòng,2,0,0,9,9,1,Quận 8,1.4,0.02258,62.0
1, 2 phòng, 2 phòng,2,2,3,8,8,0,Quận Tân Bình,2.4,0.03529,68.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.35,0.03507,67.0
1, 2 phòng, 2 phòng,2,2,0,1,3,0,Quận 4,0.00275,3.6666e-05,75.0
0, 1 phòng, 1 phòng,1,0,2,9,9,1,Quận Bình Tân,0.65,0.01625,40.0
0, 3 phòng, 2 phòng,2,0,1,5,8,1,Thành phố Thủ Đức,4.95,0.04901,101.0
1, 3 phòng, 2 phòng,2,1,1,9,9,1,Quận 8,2.5,0.02941,85.0
0, 1 phòng, 1 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,0.2,0.00667,30.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.5,0.03571,70.0
1, 2 phòng, 2 phòng,2,0,1,7,6,0,Quận Tân Bình,2.45,0.030629999999999998,80.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.76,0.03247,85.0
0, 2 phòng, 2 phòng,2,0,0,3,4,0,Thành phố Thủ Đức,0.5,0.00833,60.0
1, 2 phòng, 2 phòng,2,1,1,6,7,0,Thành phố Thủ Đức,1.69,0.02817,60.45
1, 2 phòng, 2 phòng,2,2,1,6,7,1,Quận 6,3.55,0.0366,97.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 3 phòng, 2 phòng,2,2,3,6,1,1,Thành phố Thủ Đức,1.7,0.034,50.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.8,0.04746,59.0
1, 2 phòng, 2 phòng,2,1,0,7,6,0,Huyện Bình Chánh,2.92,0.04113,71.0
1, 2 phòng, 1 phòng,2,1,1,3,4,0,Thành phố Thủ Đức,2.2,0.04151,53.28
1, 2 phòng, 2 phòng,1,2,2,9,9,0,Huyện Bình Chánh,3.4,0.04722,72.0
1, 2 phòng, 1 phòng,2,1,0,9,5,0,Quận Gò Vấp,1.55,0.026719999999999997,58.0
1, 2 phòng, 2 phòng,2,2,3,9,9,0,Quận Bình Thạnh,3.1,0.03444,90.0
1, 4 phòng, 3 phòng,1,2,2,1,9,0,Quận Bình Thạnh,0.095,0.00116,82.0
0, 2 phòng, 2 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,9.7,0.13857,70.0
1, 3 phòng, 2 phòng,2,0,0,9,7,0,Thành phố Thủ Đức,5.6,0.05138,109.0
1, 1 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.6,0.032,50.0
1, 2 phòng, 2 phòng,2,2,1,2,1,0,Quận Tân Bình,2.7,0.045,60.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.8,0.02951,61.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Nhà Bè,3.5,0.04487,78.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Thạnh,2.55,0.0375,68.0
1, 1 phòng, 1 phòng,2,0,0,7,6,0,Quận 7,1.56,0.03319,47.0
1, 3 phòng, 2 phòng,2,2,2,9,9,1,Quận Tân Phú,2.15,0.02829,76.8
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Tân Phú,2.02,0.02693,75.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.4,0.03582,67.0
1, 2 phòng, 2 phòng,2,1,2,9,9,0,Quận 8,1.75,0.026920000000000003,65.0
1, 2 phòng, 2 phòng,2,1,1,6,7,0,Thành phố Thủ Đức,1.69,0.02817,60.45
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận 8,2.1,0.02917,72.25
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
1, 2 phòng, 2 phòng,2,1,3,6,7,0,Quận Tân Phú,3.85,0.05274,73.6
1, 3 phòng, 2 phòng,2,1,0,5,9,1,Quận 10,5.7,0.06404,89.0
1, 1 phòng, 1 phòng,2,2,2,9,9,0,Quận 5,2.45,0.07,35.0
0, 1 phòng, 2 phòng,1,0,0,9,9,0,Huyện Nhà Bè,0.535,0.013720000000000001,39.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,2.0,0.03175,63.0
1, 1 phòng, 1 phòng,2,2,3,8,5,1,Quận 7,2.9,0.051789999999999996,56.0
1, 1 phòng, 1 phòng,2,2,3,9,9,0,Quận 5,2.4,0.075,32.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.6,0.02581,62.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận 7,1.5,0.03125,48.0
0, 2 phòng, 2 phòng,2,1,1,9,9,1,Thành phố Thủ Đức,3.9,0.05652,69.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.62,0.02793,58.0
1, 2 phòng, 2 phòng,2,0,0,6,9,0,Quận Gò Vấp,1.8,0.032729999999999995,55.0
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Thành phố Thủ Đức,1.78,0.025070000000000002,71.0
1, 1 phòng, 1 phòng,2,1,0,9,9,1,Thành phố Thủ Đức,2.1,0.042,50.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,5.9,0.06705,88.0
1, 2 phòng, 2 phòng,2,0,3,3,9,1,Quận 3,6.3,0.11053,57.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Tân Phú,2.25,0.03309,68.0
1, 2 phòng, 2 phòng,2,2,3,9,9,0,Quận Tân Phú,4.92,0.06,82.0
0, 2 phòng, 1 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,0.4,0.00714,56.0
1, 2 phòng, 1 phòng,2,2,1,3,1,1,Quận Tân Bình,2.0,0.03704,54.2
1, 1 phòng, 1 phòng,2,1,1,9,9,0,Thành phố Thủ Đức,1.936,0.03796,51.4
1, 2 phòng, 2 phòng,2,1,1,1,2,0,Quận Bình Tân,1.6,0.023530000000000002,68.0
1, 3 phòng, 2 phòng,2,0,1,3,4,1,Quận Phú Nhuận,4.9,0.05765,85.0
0, 2 phòng, 2 phòng,2,1,0,8,5,0,Thành phố Thủ Đức,1.29,0.02115,61.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,2.52,0.033600000000000005,75.0
1, 3 phòng, 2 phòng,2,2,3,9,9,0,Quận 7,4.9,0.05052,97.6
0, 2 phòng, 1 phòng,2,0,2,9,9,0,Quận 12,0.002,3.5087e-05,57.0
0, 1 phòng, 1 phòng,2,0,1,9,9,0,Quận 8,2.0,0.04082,49.0
1, 2 phòng, 1 phòng,1,2,3,9,9,0,Quận Bình Tân,0.8,0.016,50.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Nhà Bè,2.67,0.03761,71.0
0, 2 phòng, 2 phòng,2,1,1,1,2,1,Thành phố Thủ Đức,3.7,0.05441,68.0
0, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Phú,0.82,0.017079999999999998,48.0
1, 2 phòng, 2 phòng,2,2,2,9,9,1,Thành phố Thủ Đức,1.9,0.02836,67.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,2.1,0.032310000000000005,65.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Phú Nhuận,3.9,0.04432,88.0
0, 1 phòng, 1 phòng,3,1,2,9,9,0,Quận Bình Tân,1.05,0.02625,40.0
1, 2 phòng, 1 phòng,2,2,0,3,9,0,Khác,1.65,0.022,75.0
0, 1 phòng, 1 phòng,2,2,3,9,9,1,Huyện Nhà Bè,0.22,0.00478,46.0
0, 2 phòng, 2 phòng,1,2,1,9,9,0,Quận Bình Thạnh,0.25,0.00714,35.0
0, 2 phòng, 1 phòng,2,0,1,9,3,0,Quận 6,1.85,0.036270000000000004,51.0
0, 2 phòng, 1 phòng,3,2,3,9,9,1,Quận Bình Tân,0.79,0.016120000000000002,49.0
0, 2 phòng, 2 phòng,2,1,0,7,6,1,Huyện Bình Chánh,2.18,0.036950000000000004,59.0
1, 3 phòng, 2 phòng,2,1,3,5,8,1,Quận Tân Phú,3.5,0.04217,83.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận 7,2.7,0.03803,71.0
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Quận Gò Vấp,2.5,0.04032,62.0
1, 3 phòng, 2 phòng,2,1,0,5,9,1,Quận 10,5.7,0.06404,89.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
1, 3 phòng, 2 phòng,2,1,3,3,6,0,Quận Tân Phú,3.8,0.04578,83.6
1, 2 phòng, 1 phòng,2,0,0,9,1,0,Quận 8,1.8,0.027690000000000003,65.0
1, 2 phòng, 2 phòng,2,0,0,5,5,0,Thành phố Thủ Đức,0.00348,5.3537999999999995e-05,65.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Nhà Bè,4.0,0.05,80.0
0, 1 phòng, 1 phòng,1,2,0,9,9,0,Quận Bình Tân,0.8,0.02286,35.0
1, 2 phòng, 2 phòng,2,2,2,7,6,0,Thành phố Thủ Đức,2.9,0.04328,67.0
1, 1 phòng, 1 phòng,2,1,0,9,9,0,Thành phố Thủ Đức,1.7,0.03696,46.0
0, 2 phòng, 1 phòng,2,0,0,2,3,0,Huyện Hóc Môn,0.42,0.014,30.0
1, 3 phòng, 3 phòng,2,2,2,9,9,1,Quận Gò Vấp,1.9,0.022350000000000002,85.0
1, 1 phòng, 1 phòng,1,1,1,9,9,0,Quận 7,1.6,0.041030000000000004,39.0
1, 2 phòng, 2 phòng,2,2,1,4,5,0,Thành phố Thủ Đức,1.35,0.027,50.0
0, 2 phòng, 2 phòng,1,0,0,9,9,0,Thành phố Thủ Đức,4.5,0.046880000000000005,96.0
1, 1 phòng, 1 phòng,1,1,3,9,9,0,Quận 4,2.95,0.08429,35.0
1, 2 phòng, 1 phòng,2,1,3,8,5,0,Huyện Nhà Bè,1.95,0.0325,60.0
0, 1 phòng, 1 phòng,2,1,2,9,9,0,Quận Bình Tân,0.85,0.02179,39.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Thạnh,0.02,0.000222222,90.0
1, 3 phòng, 2 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.1,0.01279,86.0
1, 2 phòng, 2 phòng,2,0,2,7,5,0,Thành phố Thủ Đức,3.6,0.04235,85.0
1, 1 phòng, 1 phòng,1,2,3,9,9,1,Quận 5,3.3,0.07332999999999999,45.0
1, 2 phòng, 2 phòng,2,2,2,1,4,0,Quận 7,2.55,0.0375,68.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,2.29,0.03418,67.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
0, 2 phòng, 1 phòng,2,2,1,9,9,1,Quận 8,2.45,0.04537,54.0
1, 2 phòng, 2 phòng,2,1,0,9,9,1,Quận 8,2.1,0.02917,72.25
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
1, 1 phòng, 1 phòng,2,2,2,9,9,0,Quận Tân Bình,3.2,0.06154,52.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,2.65,0.03397,78.0
0, 2 phòng, 2 phòng,2,1,1,9,9,0,Huyện Bình Chánh,2.2,0.02895,76.0
1, 3 phòng, 2 phòng,2,1,1,5,9,0,Thành phố Thủ Đức,3.15,0.042,75.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Gò Vấp,3.85,0.05203,74.0
1, 1 phòng, 1 phòng,1,0,0,9,9,0,Quận 7,1.7,0.04857,35.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận 7,3.55,0.03989,89.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận 12,1.2,0.02727,44.0
1, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 7,3.85,0.05066,76.0
0, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Bình Tân,1.75,0.02734,64.0
1, 2 phòng, 2 phòng,2,2,0,8,5,0,Thành phố Thủ Đức,1.65,0.02845,58.0
1, 3 phòng, 2 phòng,2,1,3,9,9,0,Quận 7,3.0,0.03333,90.0
0, 3 phòng, 2 phòng,2,1,3,9,9,1,Quận 7,3.549,0.03943,90.0
1, 1 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Bình,0.45,0.01286,35.0
1, 2 phòng, 2 phòng,2,2,2,7,6,0,Quận Bình Thạnh,2.999999,0.04,75.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Huyện Nhà Bè,4.0,0.05,80.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.8,0.031030000000000002,58.0
1, 2 phòng, 1 phòng,2,1,3,9,9,0,Quận 3,4.82,0.0831,58.0
1, 2 phòng, 1 phòng,2,1,0,5,5,0,Quận 12,1.3,0.02766,47.0
0, 2 phòng, 2 phòng,2,0,0,5,5,0,Quận Bình Tân,2.58,0.0344,75.0
0, 1 phòng, 1 phòng,2,1,3,9,9,0,Thành phố Thủ Đức,4.9,0.098,50.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Huyện Bình Chánh,1.5,0.02727,55.0
1, 3 phòng, 2 phòng,2,1,3,3,6,0,Quận Tân Phú,3.8,0.04578,83.6
0, 2 phòng, 2 phòng,2,0,3,8,5,0,Quận Tân Phú,6.1,0.06354,96.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 12,2.2,0.03385,65.0
1, 1 phòng, 1 phòng,1,1,1,3,1,0,Quận Bình Tân,1.95,0.04239,46.0
0, 1 phòng, 2 phòng,2,0,1,9,9,1,Huyện Bình Chánh,70.0,1e-06,40.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 1,8.5,0.12143000000000001,70.0
1, 3 phòng, 2 phòng,2,0,0,2,1,0,Quận Tân Phú,4.7,0.04519,104.0
1, 2 phòng, 2 phòng,2,2,3,9,9,1,Quận Tân Phú,0.72,0.010289999999999999,70.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,2.5,0.03623,69.0
0, 1 phòng, 1 phòng,3,1,2,9,9,1,Quận Bình Tân,0.99,0.024149999999999998,41.0
0, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận 8,1.74,0.02677,65.0
1, 2 phòng, 1 phòng,2,0,0,9,9,0,Quận Tân Phú,2.6,0.05417,48.0
1, 2 phòng, 1 phòng,2,0,0,5,8,0,Thành phố Thủ Đức,2.0,0.0339,59.1
1, 2 phòng, 2 phòng,2,2,3,8,5,0,Thành phố Thủ Đức,1.83,0.03155,58.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận Bình Tân,1.818,0.03246,56.0
1, 2 phòng, 2 phòng,2,1,1,1,2,1,Quận 8,2.04,0.028329999999999998,72.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 8,2.0,0.027780000000000003,72.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 4,4.3,0.046740000000000004,92.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,3.65,0.05,73.0
1, 1 phòng, 1 phòng,1,1,3,9,9,0,Quận Phú Nhuận,2.6,0.05417,48.0
0, 2 phòng, 1 phòng,1,0,0,1,1,0,Huyện Bình Chánh,1.87,0.03339,56.0
1, 3 phòng, 2 phòng,2,1,0,9,9,0,Quận 8,1.95,0.02671,73.0
1, 3 phòng, 2 phòng,2,2,3,9,9,0,Quận 7,4.9,0.05052,97.6
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
1, 2 phòng, 2 phòng,2,1,1,9,9,0,Quận Bình Tân,1.6,0.0254,63.0
1, 2 phòng, 1 phòng,2,2,0,9,9,0,Thành phố Thủ Đức,1.5,0.028300000000000002,53.0
1, 2 phòng, 2 phòng,2,1,1,6,7,0,Quận 8,2.09,0.02986,70.0
1, 2 phòng, 2 phòng,2,1,1,8,5,1,Quận 8,2.391,0.02571,93.0
0, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,0.55,0.00965,57.0
1, 2 phòng, 2 phòng,2,1,1,3,4,1,Quận 8,2.29,0.03271,70.0
1, 2 phòng, 1 phòng,2,2,3,9,9,0,Quận 7,2.2,0.03929,56.0
1, 2 phòng, 1 phòng,2,0,1,9,9,0,Thành phố Thủ Đức,2.0,0.036359999999999996,55.0
1, 3 phòng, 2 phòng,2,0,0,9,9,0,Quận Tân Phú,3.2,0.036359999999999996,88.0
0, 2 phòng, 2 phòng,2,1,0,9,9,0,Quận 7,1.81,0.02011,90.0
0, 1 phòng, 1 phòng,1,0,2,9,9,1,Quận Bình Tân,0.95,0.02375,40.0
1, 1 phòng, 1 phòng,2,1,1,8,5,0,Thành phố Thủ Đức,2.0,0.04082,49.0
0, 2 phòng, 1 phòng,2,0,3,3,3,1,Huyện Bình Chánh,0.599,0.010150000000000001,59.0
0, 2 phòng, 2 phòng,2,0,1,9,9,0,Quận 8,1.8,0.02813,64.0
0, 1 phòng, 1 phòng,2,2,2,9,9,0,Quận 5,0.885,0.02529,35.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Tân Phú,3.8,0.038380000000000004,99.0
1, 2 phòng, 2 phòng,2,1,1,6,7,0,Thành phố Thủ Đức,3.01,0.0381,79.0
0, 2 phòng, 1 phòng,2,2,3,9,9,1,Quận Tân Phú,0.734,0.013349999999999999,55.0
1, 1 phòng, 1 phòng,2,2,1,9,9,0,Thành phố Thủ Đức,1.19,0.039670000000000004,30.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Thành phố Thủ Đức,1.6,0.02462,65.0
1, 2 phòng, 2 phòng,2,2,1,1,9,0,Quận 7,2.27,0.02948,77.0
1, 2 phòng, 1 phòng,2,2,2,3,2,0,Quận 1,2.69,0.04804,56.0
1, 2 phòng, 2 phòng,2,2,1,3,4,1,Quận Bình Tân,1.72,0.026879999999999998,64.0
1, 2 phòng, 2 phòng,2,1,1,1,2,0,Quận Bình Tân,1.6,0.023530000000000002,68.0
1, 2 phòng, 2 phòng,2,2,1,5,1,0,Thành phố Thủ Đức,1.8,0.02903,62.0
0, 2 phòng, 1 phòng,2,2,1,9,9,1,Quận 8,2.45,0.04537,54.0
1, 2 phòng, 2 phòng,2,0,0,9,9,0,Quận 10,4.85,0.08083,60.0
1, 2 phòng, 2 phòng,2,2,0,9,9,0,Quận Tân Bình,3.3,0.04714,70.0
1, 2 phòng, 2 phòng,2,2,0,3,4,0,Quận 7,2.5,0.03425,73.0
